"","country","site","Bact_S","Fung_S","Plant_S","Omn_S","Pred_S","Unk_S","Total_S","Bact_R","Fung_R","Plant_R","Omn_R","Pred_R","Unk_R","Total_R","M10","P10","transect","Vitality","district","X","Y","sample_ID","senecio"
"1","BE",100,0.602580200116973,0,0.200860066705658,0,0.0502150166764144,0.200860066705658,1.0545153502047,29.300382335343,13.5232533855429,193.833298526115,0,4.50775112851431,22.5387556425716,263.703441018087,0.781592117934891,0.826488706,"DHN1",3,"Flemish dunes",3.00407,51.26768,"100_BE",0
"2","BE",101,0.753706428241306,0.251235476080435,0.452223856944784,0,0.200988380864348,0.100494190432174,1.75864833256305,131.878368077247,63.8121135857647,138.259579435824,0,0,19.1436340757294,353.093695174565,0.798357321841845,0.334698055,"DHN1",4,"Flemish dunes",3.00507,51.26806,"101_BE",0
"3","BE",140,2.51577363637319,0.051342319109657,3.85067393322428,0.205369276438628,0.410738552877256,0.924161743973827,7.95805946199684,271.501850521266,13.352550025636,498.495200957079,8.9017000170907,8.9017000170907,89.017000170907,890.17000170907,0.767326968023691,0.70230179,"ODK_BAD2",3,"Flemish dunes",2.66411,51.13215,"140_BE",1
"4","BE",146,1.70991683891363,0.050291671732754,1.76020851064639,0.201166686931016,0.150875015198262,0.301750030396524,4.17420875381858,51.4198216787229,8.56997027978715,422.785200469499,0,0,42.8498513989358,525.624843826945,0.753508575301814,0.638917263,"ODK_BAD2",2,"Flemish dunes",2.66127,51.13124,"146_BE",0
"5","BE",148,3.25701868609526,0.101781833940477,0.865145588494052,0.152672750910715,0.101781833940477,0.407127335761907,4.88552802914288,288.932278648938,40.6537879506043,332.489908596014,11.6153679858869,4.3557629947076,69.6922079153216,747.739314091472,0.784461111111111,0.821538462,"ODK_BAD2",2,"Flemish dunes",2.65955,51.13078,"148_BE",0
"6","BE",150,2.4536183070432,0.920106865141198,0.460053432570599,0.408936384507199,0.255585240317,0.408936384507199,4.90723661408639,193.263174804985,249.755487440289,249.755487440289,14.8663980619219,2.97327961238439,101.091506821069,811.705334180938,0.795718541058038,0.486943164,"ODK_BAD2",3,"Flemish dunes",2.65856,51.13043,"150_BE",1
"7","BE",162,0.822333594583081,0.0513958496614426,0.20558339864577,0.154187548984328,0.0513958496614426,0.154187548984328,1.43908379052039,96.2535065434346,36.095064953788,597.573853123823,4.01056277264311,0,76.200692680219,810.133680073908,0.762717856817629,0.705581157,"DHN_K",3,"Flemish dunes",3.03919,51.28213,"162_BE",0
"8","BE",164,0.562029218335494,0,0.664216348941947,0.0510935653032267,0.102187130606453,0.204374261212907,1.58390052440003,232.782159877404,68.5714889561345,508.872628569209,9.02256433633348,0,59.548924619801,878.797766358881,0.790732591636157,0.259959142,"DHN_K",3,"Flemish dunes",3.04045,51.28262,"164_BE",0
"9","BE",166,1.085769183341,0.361923061113665,0.568736238892902,0.258516472224047,0.103406588889619,0.258516472224047,2.63686801668528,270.062565880522,77.4962145570194,72.7994742808364,4.69674027618299,2.3483701380915,25.8320715190065,453.235436651659,0.810394186609726,0.391393443,"DHN_K",3,"Flemish dunes",3.04185,51.28339,"166_BE",1
"10","BE",168,2.16619966217626,0.464185641894913,0.206304729731072,0.103152364865536,0.361033277029376,0.309457094596608,3.61033277029376,53.8625122490901,67.9136024010267,37.4695737384975,14.0510901519366,0,32.7858770211853,206.082655561736,0.782162244391423,0.721765914,"DHN_K",4,"Flemish dunes",3.04291,51.28414,"168_BE",0
"11","BE",169,0.45384273426816,0.15128091142272,0.30256182284544,0.05042697047424,0.15128091142272,0.20170788189696,1.31110123233024,133.16326242637,21.3061219882191,213.061219882191,0,0,53.2653049705478,420.795909267328,0.818209670272759,0.362429811,"DHN_K",2,"Flemish dunes",3.04384,51.284,"169_BE",0
"12","BE",170,0.77712003354779,0.310848013419116,0.207232008946077,0.103616004473039,0.0518080022365194,0.0518080022365194,1.50243206485906,121.960386364491,162.613848485988,76.7898728961608,4.51705134683299,2.25852567341649,33.8778851012474,402.017569868136,0.762559947323696,0.702356557,"DHN_K",4,"Flemish dunes",3.04461,51.28458,"170_BE",0
"13","BE",172,1.65551993405542,0.25867498969616,0.25867498969616,0.103469995878464,0.155204993817696,0.051734997939232,2.48327990108314,108.41097488214,21.1533609526126,78.003018512759,1.32208505953829,0,27.763786250304,236.653225657353,0.786361370138302,0.620460358,"DHN_K",3,"Flemish dunes",3.04644,51.28565,"172_BE",1
"14","BE",173,1.99194326452608,0.255377341605907,1.32796217635072,0.459679214890633,0.408603746569452,0.153226404963544,4.59679214890633,86.3501462786089,51.4426403361925,407.866648379812,0,0,58.7915889556486,604.451023950262,0.765543762012055,0.606122449,"DHN_K",3,"Flemish dunes",3.04786,51.28612,"173_BE",1
"15","BE",4,5.01027658181854,0.40900216994437,1.68713395102053,0.204501084972185,0.255626356215231,0.869129611131787,8.43566975510264,597.416811621869,239.907538525318,1662.88852683725,25.8723816056715,25.8723816056715,291.652301736661,2843.60994193244,0.750914565892631,0.337920489,"ODK_BAD1",2,"Flemish dunes",2.65561,51.12914,"4_BE",1
"16","BE",5,5.99234794147797,1.37113046118564,5.63686967376317,0.304695658041253,0.304695658041253,1.57426089987981,15.1840002923891,478.091796567996,451.531141203107,672.869935910512,26.5606553648886,17.7071035765924,141.656828612739,1788.41746123584,0.768508925719628,0.792820513,"ODK_BAD1",2,"Flemish dunes",2.65485,51.12908,"5_BE",0
"17","BE",53,2.41949570169102,0.0514786319508727,0.875136743164836,0.308871791705236,0.154435895852618,0.308871791705236,4.11829055606982,650.991706008595,179.148880335699,762.013547343394,34.0635195004497,8.83128283344993,179.148880335699,1814.19781635729,0.805306020802384,0.801025641,"DEP1",1,"Flemish dunes",2.57507,51.09892,"53_BE",0
"18","BE",55,5.00624908841799,0.206443261378062,0.980605491545792,0.103221630689031,0.464497338100638,0.567718968789669,7.32873577892118,452.245982611135,124.067481955267,588.319995078202,12.0065305118,12.0065305118,80.0435367453336,1268.69005741354,0.835438500696631,0.870389344,"DEP1",3,"Flemish dunes",2.57359,51.09855,"55_BE",0
"19","BE",56,4.75215159580637,2.0439361702393,1.83954255321537,1.02196808511965,0.510984042559825,1.48185372342349,11.650436170364,94.1477606321585,74.0834837761247,149.710373464252,7.71702956001299,1.5434059120026,13.8906532080234,341.092706552574,0.868031431480373,0.487153135,"DEP1",2,"Flemish dunes",2.57259,51.09816,"56_BE",0
"20","BE",58,3.20876410374956,0.152798290654741,0.814924216825284,0.101865527103161,0.203731054206321,0.662125926170543,5.1442091187096,159.435430921637,62.0026675806365,183.055494761879,11.8100319201212,7.38126995007578,33.9538417703486,457.638736904698,0.890190683636604,0.601017812,"DEP1",2,"Flemish dunes",2.56758,51.09642,"58_BE",0
"21","BE",59,4.93004367913679,0.667610081549774,1.12980167646885,0.4108369732614,0.616255459892099,0.718964703207449,8.47351257351636,495.292238233269,36.0808915269269,103.869233183577,9.84024314370734,0,29.520729431122,674.603335518603,0.830900145492486,0.883709016,"DEP1",2,"Flemish dunes",2.56395,51.09525,"59_BE",0
"22","BE",6,1.18245718609732,0.514111820042314,0.565523002046545,0.257055910021157,0.0514111820042314,0.205644728016925,2.77620382822849,350.562637635309,113.562544586086,528.312707422226,14.8125058155764,4.93750193852548,79.0000310164076,1091.18792841413,0.843520961484624,0.962564103,"ODK_BAD1",3,"Flemish dunes",2.65465,51.12896,"6_BE",0
"23","BE",60,4.02212820766009,0,2.80021584077601,0.560043168155203,0.509130152868366,1.78195553503928,9.67347290449896,330.478866999516,8.33140000839115,408.238600411166,8.33140000839115,8.33140000839115,129.136700130063,892.848367565918,0.872069464943004,0.244877049,"DEP1",2,"Flemish dunes",2.56337,51.09496,"60_BE",1
"24","BE",62,1.1229730185433,0.459398053040439,1.07192879042769,0.255221140578022,0.204176912462417,0.306265368693626,3.41996328374549,102.9329950067,141.880614738965,250.377555421702,0,0,44.5115654083027,539.70273057567,0.892731862875365,0.790733198,"DEP1",2,"Flemish dunes",2.557,51.09255,"62_BE",0
"25","BE",65,1.31958975786572,0.91356214006088,0.659794878932858,0.152260356676813,0.304520713353627,0.304520713353627,3.65424856024352,154.797060855773,402.47235822501,256.520843703852,4.4227731673078,0,13.2683195019234,831.481355453866,0.819012035572369,0.924692623,"DEP1",3,"Flemish dunes",2.55226,51.09111,"65_BE",0
"26","BE",8,2.97032017142069,0.0503444096850964,3.92686395543752,0.201377638740386,0.251722048425482,0.201377638740386,7.60200586244956,113.884131930237,17.9817050416164,100.897344955737,0.998983613423135,1.99796722684627,17.9817050416164,253.741837809476,0.836091256745228,0.210364289,"ODK_BAD1",2,"Flemish dunes",2.65848,51.13012,"8_BE",1
"27","BE",81,1.42610802166166,0.763986440175891,2.34289174987273,0.356527005415416,0.254662146725297,0.560256722795654,5.70443208664666,340.929018274962,180.299000049259,708.083345647998,34.4207181912221,13.112654549037,124.570218215851,1401.41495492833,0.742417421756361,0.611196713,"WDN",2,"Flemish dunes",3.0738,51.29871,"81_BE",0
"28","BE",82,2.25343837475897,0.153643525551748,1.53643525551748,0.204858034068997,1.22914820441398,0.819432136275988,6.19695553058716,43.6632812199911,76.4107421349844,82.9602343179831,2.18316406099955,2.18316406099955,19.648476548996,227.049062343954,0.849297485254003,0.21937468,"WDN",3,"Flemish dunes",3.07308,51.2985,"82_BE",1
"29","BE",83,1.17101056014589,0.0509135026150387,0.203654010460155,0.203654010460155,0.203654010460155,0.203654010460155,2.03654010460155,45.2331306993613,4.89006818371473,30.5629261482171,1.22251704592868,2.44503409185737,4.89006818371473,89.2437443527939,0.817730079076635,0.707692308,"WDN",2,"Flemish dunes",3.0728,51.29808,"83_BE",0
"30","BE",84,1.48318936851248,0.0511444609831889,0.869455836714212,0.102288921966378,0.153433382949567,0.153433382949567,2.81294535407539,186.360841025724,77.6503504273851,328.072730555702,3.88251752136925,3.88251752136925,54.3552452991695,654.204202350719,0.840014690390773,0.395194274,"WDN",3,"Flemish dunes",3.07107,51.29721,"84_BE",1
"31","BE",85,0.8790913547657,0.258556280813441,0.413690049301506,0,0.206845024650753,0.155133768488065,1.91331647801947,83.9339811609247,29.9764218431874,181.856959182003,11.990568737275,3.99685624575832,29.9764218431874,341.731209012336,0.825039679619804,0.637807377,"WDN",3,"Flemish dunes",3.0694,51.29632,"85_BE",0
"32","BE",87,2.46610236596041,0.256885663120876,2.05508530496701,0.256885663120876,0.308262795745051,0.513771326241751,5.85699311915597,277.506344391167,120.924552304531,1037.16058322732,7.75157386567506,0,218.594383012037,1661.93743680073,0.77015447265611,0.353333333,"WDN",3,"Flemish dunes",3.0685,51.29582,"87_BE",1
"33","BE",88,0.466108976950127,0.155369658983376,0.517898863277919,0.207159545311168,0.155369658983376,0.25894943163896,1.76085613514492,66.1510314347433,5.36359714335756,159.120048586274,3.57573142890504,0,21.4543885734303,255.66479716671,0.769518690874111,0.460390947,"WDN",2,"Flemish dunes",3.06785,51.29546,"88_BE",1
"34","BE",91,1.31122059836253,0.151294684426445,3.73193554918565,0.151294684426445,0.252157807377409,0.605178737705781,6.20308206148426,86.3314300443929,0,1762.42455968675,29.4790248932073,0,86.3314300443929,1964.56644466875,0.709309150906974,0.872307692,"WDN",4,"Flemish dunes",3.06427,51.29347,"91_BE",0
"35","BE",95,0.730031624603128,0.104290232086161,0.521451160430805,0.573596276473886,0.156435348129242,0.417160928344644,2.50296557006787,63.6301788986604,19.0890536695981,117.079529173535,0,0,22.9068644035178,222.705626145311,0.745337278832347,0.400629261,"DHN1",3,"Flemish dunes",3.00131,51.26616,"95_BE",1
"36","BE",96,0.666303618444251,0.153762373487135,4.92039595158831,0.102508248991423,0.153762373487135,0.256270622478558,6.25300318847681,43.0669659625272,9.93853060673706,318.032979415586,6.62568707115804,9.93853060673706,16.5642176778951,2212.97948176678,0.654655275299588,0.677115987,"DHN1",4,"Flemish dunes",3.00163,51.2665,"96_BE",0
"37","BE",97,0.930060940119743,0.155010156686624,1.39509141017962,0.103340104457749,0.155010156686624,0.361690365602122,3.10020313373248,65.0347804629183,16.6368043044675,201.154088408561,10.5870572846611,0,40.8357923836929,334.248522844301,0.778147874473562,0.606185567,"DHN1",3,"Flemish dunes",3.00212,51.26662,"97_BE",1
"38","BE",98,0.502807738750692,0.0502807738750692,0.703930834250969,0.0502807738750692,0.0502807738750692,0.251403869375346,1.60898476400222,213.853009938316,239.225400947946,489.324683757163,0,3.62462728709009,32.6216455838109,978.649367514325,0.812189547786538,0.964084146,"DHN1",3,"Flemish dunes",3.00291,51.26723,"98_BE",0
"39","BE",99,1.03678997183144,0.155518495774717,0.46655548732415,0.0518394985915722,0.259197492957861,0.0518394985915722,2.02174044507132,381.872589746093,81.311273862286,625.806411332951,11.6158962660409,0,104.543066394368,1205.14923760174,0.709555828004877,0.677435897,"DHN1",3,"Flemish dunes",3.00356,51.26734,"99_BE",0
"40","FR",1,2.16305669981081,0.480679266624625,1.24976609322403,0.288407559974775,0.144203779987388,0.865222679924325,5.19133607954595,399.46885259614,182.297293843476,802.108092911297,12.6815508760679,0,421.661566629259,1818.21735685624,0.857375039498168,0.7344,"Duinkerke",2,"Flemish dunes",2.453485,51.062899,"1_FR",1
"41","FR",10,1.14756391762904,0.249470416875877,1.39703433450491,0.249470416875877,0.099788166750351,0.249470416875877,3.39279766951193,444.534055016069,759.412343985784,566.472215940615,0,0,87.9806983885969,1858.39931333107,0.841202672935805,0.81650641,"Duinkerke",2,"Flemish dunes",2.46419,51.06578,"10_FR",0
"42","FR",100,3.2775423674042,0.857203388398022,1.46228813314957,0.201694914917182,0.403389829834363,0.907627117127318,7.10974575083066,424.830132570199,262.663791642865,586.996473497533,6.85209891242256,0,84.5092199198782,1365.8517165429,0.882821515889229,0.988793103,"Oye",3,"Boulonnais",2.03159,50.99875,"100_FR",1
"43","FR",101,1.36393469697047,0.151548299663386,0.808257598204724,0.101032199775591,0.404128799102362,0.85877369809252,3.68767529180906,243.736108304709,229.808330687297,3161.60551915251,0,0,90.5305545131775,3725.68051265769,0.843129582147457,0.975871314,"Oye",3,"Boulonnais",2.03246,50.99913,"101_FR",1
"44","FR",102,2.79679696537329,0.101701707831756,3.05105123495268,0.559359393074658,3.25445465061619,1.01701707831756,10.7803810301661,166.877666037908,166.877666037908,430.652041388149,8.07472577602779,0,86.1304082776298,858.612507517622,0.866208142648009,0.767100977,"Oye",3,"Boulonnais",2.03414,50.99946,"102_FR",1
"45","FR",103,0.959880747739203,0.303120236128169,0.858840669029813,0.303120236128169,1.0104007870939,0.808320629675118,4.24368330579437,99.733038243879,52.7998437761712,205.332725796221,0,5.86664930846347,21.5110474643661,385.243304589101,0.88793578187267,0.852216749,"Oye",3,"Boulonnais",2.03536,50.9999,"103_FR",0
"46","FR",104,1.93904575751371,0.795505951800495,0.894944195775557,0.198876487950124,0.348033853912717,0.49719121987531,4.67359746682791,674.648418307325,693.742241466967,423.246413372048,0,0,101.833723518087,1893.47079666443,0.893162117466391,0.88376561,"Oye",4,"Boulonnais",2.03717,50.99999,"104_FR",0
"47","FR",105,3.35050291143171,0.412369589099288,0.412369589099288,0.206184794549644,0.257730993187055,0.721646780923753,5.36080465829074,546.992319671122,472.023829157821,621.960810184422,8.32983227925566,19.4362753182632,263.778022176429,1932.52108878731,0.870103212286718,0.902356902,"Oye",3,"Boulonnais",2.03772,51.00036,"105_FR",0
"48","FR",106,2.67319272617634,0.154222657279404,2.46756251647047,0.25703776213234,0.462667971838213,0.719705733970553,6.73438936786732,417.498413908658,71.2802170087953,755.230870688427,0,6.78859209607574,244.389315458727,1495.18740916068,0.877375896188758,0.955723542,"Oye",3,"Boulonnais",2.0386,51.00064,"106_FR",0
"49","FR",107,0.958217623754233,0.302595039080284,1.15994764980776,0.252162532566903,0.403460052107045,0.353027545593665,3.42941044290989,405.685197806973,123.586219199475,454.045022711115,5.37331387823805,10.7466277564761,188.065985738332,1187.50236709061,0.842268048105461,0.797278912,"Oye",3,"Boulonnais",2.03923,51.00083,"107_FR",0
"50","FR",108,2.95832897972139,0.701976368069482,2.60734079568665,0.200564676591281,0.551552860626022,1.45409390528678,8.47385758598161,304.583156600148,844.742348383222,530.64096813932,9.51822364375461,19.0364472875092,218.919143806356,1927.44028786031,0.833965848233515,0.957350272,"Oye",3,"Boulonnais",2.04073,51.00098,"108_FR",0
"51","FR",109,2.99722690054543,0.949121851839387,0.499537816757572,0.299722690054543,0.749306725136358,0.999075633515144,6.49399161784844,242.640335431682,753.462094235222,70.2379918354868,0,0,93.650655780649,1159.99107728304,0.880968938370622,0.934469201,"Oye",3,"Boulonnais",2.04135,51.00097,"109_FR",1
"52","FR",11,1.66710642673284,0.0901138609044781,0.270341582713434,0.315398513165673,0.225284652261195,0.405512374070151,2.97375740984778,320.796417651535,252.374804096487,180.588193153486,20.189984327719,4.48666318393755,40.379968655438,816.572699476635,0.871135564777127,0.321371611,"Duinkerke",3,"Flemish dunes",2.4663,51.06625,"11_FR",1
"53","FR",110,1.81825440013905,0.196568043258276,0.540562118960258,0.0982840216291378,0.294852064887413,0.687988151403964,3.6365088002781,526.569681975383,775.86354107484,310.345416429936,0,8.90335211069488,138.637911437963,1760.31990302882,NA,NA,"Oye",3,"Boulonnais",2.04243,51.00085,"110_FR",1
"54","FR",112,3.44318711362039,0.099802525032475,1.79644545058455,0.19960505006495,0.59881515019485,0.898222725292275,7.03607801478949,301.844780372446,84.8938444797505,490.497768105225,14.1489740799584,4.71632469331947,108.475467946348,1004.57715967705,0.832609284493895,0.391616766,"Oye",3,"Boulonnais",2.04367,51.00185,"112_FR",0
"55","FR",113,1.76563268460512,0.0980907047002843,0.245226761750711,0.245226761750711,1.02995239935298,1.07899775170313,4.46312706386293,394.608094225322,10.2053817472066,115.660993135008,0,0,68.0358783147106,588.510347422247,0.883061360606404,0.695139912,"Oye",3,"Boulonnais",2.04419,51.0023,"113_FR",0
"56","FR",114,2.21259860655648,0.10291156309565,1.18348297559998,0.205823126191301,0.411646252382602,1.18348297559998,5.299945499426,839.484028544783,68.1399373818817,272.559749527527,13.6279874763763,0,106.298302315735,1300.1100052463,0.87594591207096,0.272088353,"Oye",4,"Boulonnais",2.05805,51.0056,"114_FR",0
"57","FR",115,0.792514994614052,0,0.0495321871633783,0.198128748653513,0.0495321871633783,0.0990643743267565,1.18877249192108,1053.78005337281,460.057368434147,133.665316504516,9.32548719798947,57.5071710542684,306.186829667321,2020.52222623105,0.887728398895719,0.117161716,"Oye",3,"Boulonnais",2.05762,51.00551,"115_FR",0
"58","FR",116,5.50030854994931,0.10092309265962,1.26153865824526,0.656000102287533,0.403692370638482,0.958769380266394,8.8812321540466,549.281879972003,193.864192931295,410.807456449649,6.92372117611769,6.92372117611769,55.3897694089415,1223.19074111412,0.896026820588491,0.176136364,"Oye",3,"Boulonnais",2.057,51.00542,"116_FR",0
"59","FR",117,1.07956392920995,0.102815612305709,0.565485867681401,0.462670255375691,0.411262449222837,0.359854643069982,2.98165275686557,642.480539278598,289.489777872624,214.782738421624,5.60302795882498,16.8090838764749,149.414078902,1318.57924631015,0.871435954295295,0.176923077,"Oye",4,"Boulonnais",2.0558,51.00522,"117_FR",0
"60","FR",118,0.8359949409652,0.0983523459959058,0.295057037987717,0.34423321098567,0.245880864989765,0.147528518993859,1.96704691991812,136.351476374661,68.1757381873307,126.409181222342,5.68131151561089,4.26098363670817,35.5081969725681,376.386887909222,0.868720526459906,0.253424658,"Oye",2,"Boulonnais",2.05482,51.00505,"118_FR",0
"61","FR",119,1.52370275909345,0,0.589820422874882,0.442365317156162,0.835578932406083,0.589820422874882,3.98128785440545,413.751829594945,433.454297670895,1063.93327610129,13.1349787172998,13.1349787172998,262.699574345997,2200.10893514772,0.88249682648434,0.138912856,"Oye",3,"Boulonnais",2.05302,51.00467,"119_FR",0
"62","FR",12,2.94400988042372,0,0.807228515600053,0.522324333623564,0,0.332388212305904,4.60595094195324,509.05780603239,77.7066432884334,1202.07419617617,0,0,274.352026304061,2063.19067180106,0.867371191289966,0.88372093,"Duinkerke",4,"Flemish dunes",2.46838,51.06695,"12_FR",1
"63","FR",120,2.54690523057289,0.0489789467417863,0.0489789467417863,0.0979578934835726,0.293873680450718,0.146936840225359,3.18363153821611,208.557548156624,0,54.4063169104236,4.5338597425353,0,27.2031584552118,294.700883264795,0.878165974613079,0.239627434,"Oye",2,"Boulonnais",2.05242,51.00455,"120_FR",0
"64","FR",121,3.40881008807186,0.247015223773323,0.197612179018658,0.247015223773323,0.691642626565304,0.54343349230131,5.33552883350377,445.833053714318,106.999932891436,17.8333221485727,4.45833053714318,0,26.7499832228591,601.874622514329,0.885356865631197,0.460188934,"Oye",1,"Boulonnais",2.04961,51.00408,"121_FR",0
"65","FR",13,0.630879438127354,0.048529187548258,0.679408625675612,0.145587562644774,0.048529187548258,0.194116750193032,1.74705075173729,145.100784058318,68.6287492167719,39.2164281238696,3.92164281238696,3.92164281238696,35.2947853114827,296.084032335216,0.783858573817519,0.1592,"Duinkerke",3,"Flemish dunes",2.47146,51.06776,"13_FR",0
"66","FR",14,4.82715057171847,0.193086022868739,0.772344091474955,0.144814517151554,0.193086022868739,0.772344091474955,6.90282531755741,41.8773677620903,41.1553441799853,67.1481931357655,1.44404716421001,0,12.2744008957851,163.899353137836,0.878909374545769,0.5648,"Duinkerke",1,"Flemish dunes",2.459146,51.064457,"14_FR",0
"67","FR",15,0.868491671744362,0.241247686595656,5.21095003046617,0.241247686595656,0.0482495373191312,0.820242134425231,7.43042874714621,197.799956290523,278.718120227555,660.831672152428,0,4.49545355205734,94.404524593204,1236.24972681577,0.833776081302183,0.765224359,"Duinkerke",2,"Flemish dunes",2.460273,51.064615,"15_FR",1
"68","FR",154,4.91331821301681,0.343932274911177,0.736997731952521,0.540465003431849,1.17919637112403,2.06359364946706,9.77750324390345,1156.11005909513,472.33405069226,368.318248915264,10.2310624698684,20.4621249397369,156.876291204649,2184.33183731691,0.849015400394277,0.553514377,"Wimereux",2,"Boulonnais",1.60351,50.80344,"154_FR",0
